ID del cliente,Deserción en la empresa,Género del cliente,Cliente senior,Relación de pareja,Dependientes,Meses de contrato,Servicio telefónico,Múltiples líneas telefónicas,INTERNET,Seguridad en línea (INTERNET),Respaldo en línea (INTERNET),Protección del dispositivo (INTERNET),Soporte técnico (INTERNET),Televisión por cable,Streaming de películas,Tipo de contrato,Factura en línea,Forma de pago,Monto mensual,Monto total según meses contratados,Monto diario
0302-JOIVN,1,Mujer,0,1,0,8,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,101.15,842,3.37
0303-UNCIP,0,Hombre,0,0,0,41,1,1,DSL,0,0,1,0,0,1,One year,0,Mailed check,65.0,2531,2.17
0303-WMMRN,0,Hombre,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.25,86,0.64
0305-SQECB,0,Mujer,0,0,1,11,0,0,DSL,1,0,0,1,0,0,One year,1,Mailed check,36.05,402,1.2
0306-JAELE,1,Hombre,0,0,0,5,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,96.1,453,3.2
0307-BCOPK,0,Mujer,0,0,0,16,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.05,326,0.64
0308-GIQJT,0,Hombre,1,0,0,71,1,1,Fiber optic,0,1,0,1,1,1,One year,0,Bank transfer (automatic),105.75,7382,3.52
0308-IVGOK,0,Mujer,0,0,0,11,0,0,DSL,0,1,1,1,0,0,One year,1,Credit card (automatic),40.4,422,1.35
0310-MVLET,1,Mujer,0,1,1,61,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.15,6010,3.3
0310-SUCIN,0,Mujer,0,1,0,71,1,0,DSL,1,1,1,1,1,1,One year,1,Bank transfer (automatic),84.8,6046,2.83
0310-VQXAM,0,Hombre,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.85,178,0.66
0311-QYWSS,0,Mujer,0,0,0,6,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,49.45,314,1.65
0311-UNPFF,1,Mujer,0,0,0,26,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),88.8,2274,2.96
0314-TKOSI,0,Mujer,0,0,0,6,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,55.15,322,1.84
0315-LVCRK,0,Hombre,0,0,0,11,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Electronic check,84.8,888,2.83
0318-QUUOB,1,Hombre,0,1,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.55,80,2.68
0318-ZOPWS,0,Mujer,0,1,0,49,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.15,973,0.67
0319-QZTCO,0,Mujer,0,1,1,3,1,0,DSL,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),58.7,168,1.96
0320-DWVTU,0,Mujer,0,0,0,53,1,0,Fiber optic,1,1,1,1,0,1,Two year,0,Mailed check,99.5,5424,3.32
0320-JDNQG,1,Hombre,0,1,1,23,1,0,Fiber optic,1,0,0,1,1,1,Month-to-month,1,Electronic check,99.85,2331,3.33
0322-CHQRU,1,Hombre,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.35,89,1.51
0322-YINQP,1,Hombre,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,48.55,48,1.62
0323-XWWTN,0,Hombre,0,0,1,3,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,26.4,121,0.88
0324-BRPCJ,1,Mujer,1,1,0,68,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.2,6851,3.34
0325-XBFAC,1,Hombre,0,0,0,8,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,94.7,740,3.16
0326-VDYXE,0,Mujer,0,1,0,70,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,97.65,6982,3.26
0327-WFZSY,0,Hombre,0,1,1,39,1,1,Fiber optic,0,0,1,0,1,1,One year,0,Electronic check,100.0,3835,3.33
0328-GRPMV,1,Mujer,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.1,70,2.34
0328-IBUPK,0,Mujer,0,1,1,51,0,0,DSL,1,0,0,1,0,0,Two year,0,Bank transfer (automatic),34.2,1782,1.14
0329-GTIAJ,1,Mujer,0,0,0,3,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Electronic check,97.9,315,3.26
0330-BGYZE,0,Hombre,0,1,0,60,1,1,Fiber optic,0,1,1,0,1,1,One year,0,Bank transfer (automatic),102.5,6157,3.42
0330-IVZHA,1,Mujer,0,1,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.95,330,2.33
0334-GDDSO,1,Hombre,1,0,0,3,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,81.35,233,2.71
0334-ZFJSR,0,Mujer,0,1,0,55,1,1,DSL,1,1,0,1,0,0,One year,1,Credit card (automatic),66.05,3462,2.2
0336-KXKFK,0,Hombre,0,0,0,72,0,0,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),61.2,4390,2.04
0336-PIKEI,0,Hombre,1,1,0,72,1,0,DSL,1,1,1,1,1,0,Two year,0,Bank transfer (automatic),74.4,5360,2.48
0337-CNPZE,1,Mujer,0,0,0,41,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.3,4443,3.54
0343-QLUZP,0,Hombre,0,0,0,60,0,0,DSL,1,1,1,0,0,0,Two year,0,Bank transfer (automatic),39.6,2424,1.32
0345-HKJVM,1,Mujer,0,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,89.3,577,2.98
0345-XMMUG,0,Mujer,0,1,0,46,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),108.9,4854,3.63
0347-UBKUZ,0,Mujer,0,0,0,15,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.9,320,0.66
0348-SDKOL,1,Mujer,0,1,0,58,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Credit card (automatic),102.1,5885,3.4
0354-VXMJC,0,Hombre,0,1,1,23,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.6,426,0.65
0354-WYROK,1,Mujer,1,1,1,31,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,98.9,2911,3.3
0356-ERHVT,0,Hombre,0,1,0,11,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),45.9,521,1.53
0356-OBMAC,0,Mujer,1,0,0,56,1,1,Fiber optic,0,1,1,1,1,0,Two year,1,Bank transfer (automatic),99.9,5706,3.33
0357-NVCRI,0,Mujer,0,0,1,25,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.05,471,0.67
0361-HJRDX,0,Mujer,0,0,0,68,0,0,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),64.35,4539,2.14
0362-RAOQO,0,Mujer,0,0,0,40,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.65,830,0.65
0362-ZBZWJ,1,Hombre,0,0,0,36,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.9,3067,2.83
0363-QJVFX,1,Hombre,0,0,0,32,1,1,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Credit card (automatic),108.15,3432,3.6
0363-SVHYR,0,Hombre,0,1,1,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),86.85,6263,2.9
0365-BZUWY,0,Hombre,0,1,0,17,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,102.55,1742,3.42
0365-GXEZS,0,Hombre,0,1,0,18,1,0,Fiber optic,0,0,1,1,0,0,Month-to-month,0,Electronic check,78.2,1468,2.61
0365-TRTPY,0,Mujer,0,0,0,37,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),91.2,3382,3.04
0366-NQSHS,0,Hombre,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.35,46,0.64
0369-ZGOVK,0,Mujer,0,1,1,28,1,0,Fiber optic,0,0,0,0,0,0,One year,1,Bank transfer (automatic),70.4,1992,2.35
0373-AIVNJ,0,Hombre,0,0,0,9,0,0,DSL,1,1,1,0,0,0,One year,0,Mailed check,39.55,373,1.32
0374-AACSZ,0,Mujer,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,50.15,50,1.67
0374-FIUCA,0,Hombre,0,1,0,65,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),20.4,1414,0.68
0374-IOEGQ,0,Mujer,0,0,0,3,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.6,122,1.49
0375-HVGXO,1,Mujer,0,0,0,1,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,34.7,34,1.16
0376-OIWME,0,Hombre,0,1,0,36,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,93.6,3366,3.12
0376-YMCJC,1,Hombre,0,0,0,23,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,90.6,1943,3.02
0377-JBKKT,0,Hombre,0,1,1,22,1,0,DSL,1,1,0,1,0,0,Month-to-month,1,Mailed check,57.95,1271,1.93
0378-CJKPV,0,Mujer,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),112.1,7965,3.74
0378-NHQXU,1,Mujer,0,1,1,17,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Electronic check,88.25,1460,2.94
0378-TOVMS,1,Mujer,0,0,0,3,1,0,Fiber optic,0,0,0,1,0,1,Month-to-month,0,Electronic check,85.8,272,2.86
0378-XSZPU,1,Hombre,0,1,0,58,1,0,DSL,1,1,1,0,0,0,One year,0,Credit card (automatic),60.3,3563,2.01
0379-DJQHR,0,Hombre,0,1,1,67,1,0,DSL,1,1,1,0,1,1,Two year,0,Credit card (automatic),81.35,5398,2.71
0380-NEAVX,0,Hombre,1,0,0,34,1,0,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,99.85,3343,3.33
0380-ZCSBI,0,Hombre,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.0,198,0.67
0383-CLDDA,0,Mujer,0,0,0,69,1,1,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),85.35,5897,2.84
0384-LPITE,0,Hombre,0,0,0,40,0,0,DSL,1,1,1,0,1,1,One year,0,Credit card (automatic),62.05,2511,2.07
0384-RVBPI,0,Hombre,0,0,0,20,1,0,DSL,1,0,1,0,0,1,Month-to-month,0,Credit card (automatic),64.4,1398,2.15
0386-CWRGM,0,Mujer,0,1,1,46,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.4,967,0.65
0388-EOPEX,1,Mujer,0,1,0,2,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,74.4,139,2.48
0390-DCFDQ,1,Mujer,1,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.45,70,2.35
0392-BZIUW,0,Mujer,0,1,0,72,1,1,Fiber optic,1,0,1,0,1,1,Two year,1,Credit card (automatic),105.0,7589,3.5
0394-YONDK,0,Hombre,0,1,1,70,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.15,1790,0.84
0396-HUJBP,0,Mujer,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.3,44,0.64
0396-UKGAI,0,Hombre,0,0,1,23,1,0,DSL,0,1,0,1,0,0,Month-to-month,1,Bank transfer (automatic),55.3,1284,1.84
0396-YCHWO,0,Hombre,0,1,0,36,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.4,3474,3.18
0397-GZBBC,1,Hombre,1,1,0,59,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),93.85,5574,3.13
0397-ZXWQF,0,Hombre,0,0,0,67,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.5,1430,0.68
0401-WDBXM,0,Hombre,0,1,1,72,1,1,Fiber optic,1,0,1,0,1,1,Two year,1,Bank transfer (automatic),105.55,7542,3.52
0402-CQAJN,1,Mujer,0,0,0,37,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),101.9,3545,3.4
0402-OAMEN,0,Mujer,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.45,1709,0.82
0404-AHASP,0,Hombre,0,1,0,72,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.7,1421,0.66
0404-SWRVG,1,Hombre,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.4,229,2.48
0406-BPDVR,1,Mujer,1,1,0,54,1,1,Fiber optic,0,1,0,0,1,1,One year,1,Credit card (automatic),101.5,5373,3.38
0407-BDJKB,1,Hombre,0,1,0,60,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,95.75,5742,3.19
0409-WTMPL,0,Mujer,0,1,0,58,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Credit card (automatic),110.65,6526,3.69
0410-IPFTY,0,Mujer,0,1,0,31,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),83.85,2674,2.8
0411-EZJZE,0,Mujer,0,0,0,3,1,1,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,60.25,170,2.01
0412-UCCNP,0,Hombre,0,0,0,55,1,0,DSL,1,0,1,1,0,0,Two year,1,Electronic check,59.2,3175,1.97
0415-MOSGF,1,Mujer,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.4,44,1.48
0419-YAAPX,0,Hombre,0,1,0,49,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),85.3,4297,2.84
0420-BWTPW,1,Hombre,0,0,1,8,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.5,215,0.85
0420-HLGXF,0,Mujer,1,0,0,39,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.75,4036,3.32
0420-TXVSG,0,Hombre,0,1,0,66,1,1,DSL,1,1,1,0,0,0,Two year,1,Credit card (automatic),66.1,4428,2.2
0422-OHQHQ,0,Mujer,0,1,1,15,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.55,295,0.68
0422-UXFAP,0,Mujer,0,1,0,51,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,98.85,4947,3.3
0423-UDIJQ,0,Hombre,1,0,0,9,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,49.2,447,1.64
0426-TIRNE,1,Mujer,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.9,20,0.7
0428-AXXLJ,0,Hombre,0,0,0,25,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.5,516,0.65
0428-IKYCP,0,Hombre,0,1,0,22,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),87.0,1850,2.9
0430-IHCDJ,0,Hombre,0,0,0,15,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,49.0,749,1.63
0431-APWVY,1,Mujer,0,1,1,28,1,0,Fiber optic,0,0,0,0,1,1,One year,1,Bank transfer (automatic),90.1,2598,3.0
0432-CAJZV,0,Hombre,0,0,0,3,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Mailed check,90.7,237,3.02
0434-CSFON,0,Mujer,0,1,0,47,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.5,4707,3.35
0436-TWFFZ,0,Mujer,0,0,0,67,1,1,DSL,1,0,1,1,1,1,Two year,1,Mailed check,85.25,5714,2.84
0439-IFYUN,0,Mujer,1,0,0,18,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.7,1294,2.49
0440-EKDCF,0,Hombre,0,1,0,62,1,0,DSL,0,1,1,1,0,0,Two year,1,Credit card (automatic),60.15,3753,2.0
0440-MOGPM,0,Mujer,0,0,0,41,1,1,DSL,0,1,1,0,1,1,One year,1,Electronic check,80.55,3263,2.68
0440-QEXBZ,0,Mujer,0,0,0,44,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,50.15,2139,1.67
0440-UEDAI,0,Mujer,0,0,0,53,1,0,Fiber optic,0,1,1,1,0,1,One year,1,Credit card (automatic),94.45,5042,3.15
0442-TDYUO,0,Hombre,0,1,0,48,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,20.05,1036,0.67
0442-ZXKVS,0,Mujer,1,1,0,54,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Bank transfer (automatic),115.6,6431,3.85
0447-BEMNG,1,Mujer,0,1,0,48,0,0,DSL,1,0,1,0,0,1,Month-to-month,1,Bank transfer (automatic),45.3,2145,1.51
0447-RXSGD,0,Hombre,0,0,0,24,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),99.65,2404,3.32
0448-YZNZE,0,Hombre,1,1,0,27,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,95.55,2510,3.18
0454-OKRCT,0,Hombre,0,0,0,33,1,0,Fiber optic,0,1,0,1,0,0,Two year,0,Bank transfer (automatic),80.6,2651,2.69
0455-ENTCR,0,Hombre,0,1,0,66,1,1,DSL,1,1,0,1,1,1,Two year,0,Electronic check,85.25,5538,2.84
0455-XFASS,0,Mujer,0,1,1,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.55,200,2.32
0458-HEUZG,0,Mujer,0,0,0,13,0,0,DSL,0,0,1,1,0,0,Two year,0,Mailed check,35.4,450,1.18
0459-SPZHJ,0,Hombre,0,1,1,63,1,1,DSL,1,1,1,0,1,1,Two year,0,Credit card (automatic),83.5,5435,2.78
0461-CVKMU,1,Mujer,0,1,1,23,1,0,Fiber optic,0,1,1,1,0,0,Month-to-month,0,Electronic check,83.8,1900,2.79
0463-TXOAK,0,Hombre,0,0,1,52,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.6,1334,0.85
0463-WZZKO,0,Hombre,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.75,67,0.69
0463-ZSDNT,0,Hombre,0,0,0,10,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),56.75,503,1.89
0464-WJTKO,0,Mujer,0,1,1,72,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.1,1460,0.67
0468-YRPXN,0,Hombre,0,0,0,29,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Credit card (automatic),98.8,2807,3.29
0471-ARVMX,0,Mujer,1,1,0,62,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Electronic check,104.85,6312,3.49
0471-LVHGK,1,Hombre,0,1,0,41,1,1,DSL,0,0,1,0,1,1,One year,1,Electronic check,73.0,3001,2.43
0475-RIJEP,1,Hombre,0,0,0,43,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,77.85,3365,2.6
0479-HMSWA,0,Mujer,0,0,1,26,1,0,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,105.45,2715,3.52
0480-BIXDE,0,Mujer,0,1,0,19,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,96.8,1743,3.23
0480-KYJVA,0,Mujer,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),24.25,1784,0.81
0481-SUMCB,0,Mujer,1,0,0,45,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),102.15,4735,3.4
0484-FFVBJ,0,Hombre,0,0,0,32,1,0,DSL,0,0,0,0,1,1,One year,1,Bank transfer (automatic),64.85,2010,2.16
0484-JPBRU,0,Hombre,0,0,0,41,1,1,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),25.25,996,0.84
0485-ZBSLN,0,Hombre,0,1,1,65,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),24.75,1715,0.82
0486-HECZI,1,Hombre,0,1,0,55,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Electronic check,96.75,5238,3.22
0486-LGCCH,0,Hombre,0,1,1,11,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.65,225,0.65
0487-CRLZF,0,Mujer,0,0,0,49,1,0,DSL,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),74.45,3721,2.48
0487-RPVUM,0,Hombre,0,1,0,61,1,1,Fiber optic,1,0,1,1,1,0,Month-to-month,0,Bank transfer (automatic),99.4,5943,3.31
0487-VVUVK,0,Hombre,0,1,1,25,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.15,477,0.64
0488-GSLFR,1,Mujer,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.5,69,2.32
0489-WMEMG,0,Mujer,0,0,1,23,1,0,DSL,0,0,0,1,0,0,One year,1,Electronic check,49.45,1119,1.65
0491-KAPQG,0,Hombre,0,0,0,21,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.7,1558,2.46
0495-RVCBF,1,Mujer,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.7,79,2.66
0495-ZBNGW,1,Hombre,1,1,0,5,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),79.9,343,2.66
0496-AHOOK,0,Hombre,0,1,0,24,1,0,DSL,1,0,0,1,1,1,One year,0,Bank transfer (automatic),74.4,1712,2.48
0504-HHAPI,1,Mujer,1,0,0,27,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Credit card (automatic),88.3,2467,2.94
0505-SPOOW,0,Mujer,0,1,0,70,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.8,1397,0.66
0506-LVNGN,1,Mujer,1,0,0,5,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),75.55,349,2.52
0506-YLVKJ,0,Hombre,0,1,1,46,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,20.2,917,0.67
0508-OOLTO,0,Mujer,0,1,1,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.65,135,2.39
0508-SQWPL,0,Mujer,0,1,1,57,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.1,1087,0.67
0510-EXSMQ,0,Mujer,0,0,0,9,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.05,651,2.3
0511-JTEOY,1,Mujer,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,71.1,71,2.37
0512-FLFDW,0,Mujer,1,1,0,60,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Credit card (automatic),100.5,6029,3.35
0513-RBGPE,0,Hombre,0,1,1,37,1,1,DSL,1,0,1,1,0,0,Two year,1,Credit card (automatic),62.8,2278,2.09
0515-YPMCW,1,Hombre,0,0,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.45,70,2.35
0516-OOHAR,0,Hombre,0,1,1,28,1,0,Fiber optic,0,1,1,0,1,1,One year,0,Bank transfer (automatic),100.35,2799,3.34
0516-QREYC,0,Mujer,1,0,0,24,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.3,459,0.68
0516-UXRMT,0,Mujer,0,0,0,62,1,1,Fiber optic,1,1,1,0,0,0,One year,1,Electronic check,92.05,5755,3.07
0516-VRYBW,1,Mujer,0,0,1,18,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.15,390,0.67
0516-WJVXC,1,Mujer,0,0,0,5,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Electronic check,54.2,308,1.81
0519-DRGTI,0,Mujer,0,1,1,20,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.35,442,0.68
0519-XUZJU,1,Mujer,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.75,70,2.36
0520-FDVVT,1,Hombre,0,0,0,35,1,0,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),102.35,3626,3.41
0523-VNGTF,0,Mujer,1,0,0,52,0,0,DSL,0,1,1,1,1,0,Month-to-month,1,Electronic check,50.5,2566,1.68
0524-IAVZO,1,Mujer,0,1,0,30,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.0,2624,2.83
0526-SXDJP,0,Hombre,0,1,0,72,0,0,DSL,1,1,1,0,0,0,Two year,0,Bank transfer (automatic),42.1,2962,1.4
0529-ONKER,1,Hombre,1,0,0,15,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,75.65,1146,2.52
0530-HBKHZ,0,Mujer,1,1,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.8,24,0.83
0530-IJVDB,0,Hombre,0,0,1,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,114.6,7882,3.82
0531-XBKMM,0,Hombre,0,0,1,66,1,1,DSL,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),65.7,4378,2.19
0531-ZZJWQ,0,Hombre,1,1,0,55,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.0,4052,2.47
0533-BNWKF,1,Mujer,1,1,0,55,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,85.45,4874,2.85
0533-UCAAU,0,Hombre,1,1,0,57,1,1,DSL,0,1,1,0,1,0,One year,1,Credit card (automatic),71.1,4140,2.37
0534-JRNIG,0,Mujer,0,0,0,6,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),93.55,536,3.12
0536-ACXIP,0,Mujer,0,1,0,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Electronic check,109.55,8165,3.65
0536-BGFMZ,0,Mujer,0,1,0,28,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.5,563,0.68
0536-ESJEP,0,Hombre,0,1,0,54,1,0,DSL,1,1,0,0,1,1,Two year,1,Bank transfer (automatic),74.55,4191,2.48
0537-QYZZN,0,Hombre,1,1,1,24,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,79.85,1857,2.66
0541-FITGH,0,Mujer,0,1,0,2,1,0,DSL,1,0,0,0,0,1,Month-to-month,1,Mailed check,62.15,113,2.07
0542-YUDZL,0,Mujer,0,1,1,14,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.55,372,0.85
0547-HURJB,0,Hombre,0,0,1,12,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),21.05,235,0.7
0548-BCTNE,0,Hombre,0,0,0,48,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Credit card (automatic),106.1,5082,3.54
0549-CYCQN,0,Hombre,1,0,0,51,1,1,Fiber optic,0,1,0,0,0,0,One year,1,Bank transfer (automatic),79.6,3974,2.65
0550-DCXLH,0,Hombre,0,0,0,13,1,0,DSL,0,1,0,1,1,1,Month-to-month,0,Mailed check,73.35,931,2.44
